trial_num,stimulus,trigger_code,is_deviant,condition,standard_type,deviant_type,block_num,post_deviant
1,Ai,3,False,Experimental,Ai,N2,3,False
2,Ai,3,False,Experimental,Ai,N2,3,False
3,Ai,3,False,Experimental,Ai,N2,3,False
4,Ai,3,False,Experimental,Ai,N2,3,False
5,Ai,3,False,Experimental,Ai,N2,3,False
6,Ai,3,False,Experimental,Ai,N2,3,False
7,Ai,3,False,Experimental,Ai,N2,3,False
8,Ai,3,False,Experimental,Ai,N2,3,False
9,Ai,3,False,Experimental,Ai,N2,3,False
10,Ai,3,False,Experimental,Ai,N2,3,False
11,N2,12,True,Experimental,Ai,N2,3,False
12,Ai,3,False,Experimental,Ai,N2,3,True
13,Ai,3,False,Experimental,Ai,N2,3,False
14,Ai,3,False,Experimental,Ai,N2,3,False
15,Ai,3,False,Experimental,Ai,N2,3,False
16,Ai,3,False,Experimental,Ai,N2,3,False
17,N2,12,True,Experimental,Ai,N2,3,False
18,Ai,3,False,Experimental,Ai,N2,3,True
19,Ai,3,False,Experimental,Ai,N2,3,False
20,Ai,3,False,Experimental,Ai,N2,3,False
21,Ai,3,False,Experimental,Ai,N2,3,False
22,Ai,3,False,Experimental,Ai,N2,3,False
23,N2,12,True,Experimental,Ai,N2,3,False
24,Ai,3,False,Experimental,Ai,N2,3,True
25,Ai,3,False,Experimental,Ai,N2,3,False
26,Ai,3,False,Experimental,Ai,N2,3,False
27,Ai,3,False,Experimental,Ai,N2,3,False
28,Ai,3,False,Experimental,Ai,N2,3,False
29,N2,12,True,Experimental,Ai,N2,3,False
30,Ai,3,False,Experimental,Ai,N2,3,True
31,Ai,3,False,Experimental,Ai,N2,3,False
32,Ai,3,False,Experimental,Ai,N2,3,False
33,Ai,3,False,Experimental,Ai,N2,3,False
34,N2,12,True,Experimental,Ai,N2,3,False
35,Ai,3,False,Experimental,Ai,N2,3,True
36,Ai,3,False,Experimental,Ai,N2,3,False
37,Ai,3,False,Experimental,Ai,N2,3,False
38,Ai,3,False,Experimental,Ai,N2,3,False
39,Ai,3,False,Experimental,Ai,N2,3,False
40,N2,12,True,Experimental,Ai,N2,3,False
41,Ai,3,False,Experimental,Ai,N2,3,True
42,Ai,3,False,Experimental,Ai,N2,3,False
43,Ai,3,False,Experimental,Ai,N2,3,False
44,Ai,3,False,Experimental,Ai,N2,3,False
45,Ai,3,False,Experimental,Ai,N2,3,False
46,N2,12,True,Experimental,Ai,N2,3,False
47,Ai,3,False,Experimental,Ai,N2,3,True
48,Ai,3,False,Experimental,Ai,N2,3,False
49,Ai,3,False,Experimental,Ai,N2,3,False
50,Ai,3,False,Experimental,Ai,N2,3,False
51,Ai,3,False,Experimental,Ai,N2,3,False
52,N2,12,True,Experimental,Ai,N2,3,False
53,Ai,3,False,Experimental,Ai,N2,3,True
54,Ai,3,False,Experimental,Ai,N2,3,False
55,Ai,3,False,Experimental,Ai,N2,3,False
56,Ai,3,False,Experimental,Ai,N2,3,False
57,Ai,3,False,Experimental,Ai,N2,3,False
58,N2,12,True,Experimental,Ai,N2,3,False
59,Ai,3,False,Experimental,Ai,N2,3,True
60,Ai,3,False,Experimental,Ai,N2,3,False
61,Ai,3,False,Experimental,Ai,N2,3,False
62,Ai,3,False,Experimental,Ai,N2,3,False
63,Ai,3,False,Experimental,Ai,N2,3,False
64,N2,12,True,Experimental,Ai,N2,3,False
65,Ai,3,False,Experimental,Ai,N2,3,True
66,Ai,3,False,Experimental,Ai,N2,3,False
67,Ai,3,False,Experimental,Ai,N2,3,False
68,Ai,3,False,Experimental,Ai,N2,3,False
69,Ai,3,False,Experimental,Ai,N2,3,False
70,N2,12,True,Experimental,Ai,N2,3,False
71,Ai,3,False,Experimental,Ai,N2,3,True
72,Ai,3,False,Experimental,Ai,N2,3,False
73,Ai,3,False,Experimental,Ai,N2,3,False
74,N2,12,True,Experimental,Ai,N2,3,False
75,Ai,3,False,Experimental,Ai,N2,3,True
76,Ai,3,False,Experimental,Ai,N2,3,False
77,Ai,3,False,Experimental,Ai,N2,3,False
78,Ai,3,False,Experimental,Ai,N2,3,False
79,Ai,3,False,Experimental,Ai,N2,3,False
80,N2,12,True,Experimental,Ai,N2,3,False
81,Ai,3,False,Experimental,Ai,N2,3,True
82,Ai,3,False,Experimental,Ai,N2,3,False
83,N2,12,True,Experimental,Ai,N2,3,False
84,Ai,3,False,Experimental,Ai,N2,3,True
85,Ai,3,False,Experimental,Ai,N2,3,False
86,Ai,3,False,Experimental,Ai,N2,3,False
87,Ai,3,False,Experimental,Ai,N2,3,False
88,Ai,3,False,Experimental,Ai,N2,3,False
89,N2,12,True,Experimental,Ai,N2,3,False
